JAYA_data = [
2.0000000000	0.3739547948	101.2312935360
1.0824985928	0.0010000000	62.1405301259
0.6894801639	0.7133443091	60.9814541439
1.0258918915	0.9790872990	66.5230782938
0.5186574425	0.2946533027	61.1888076985
1.3433911071	0.0010000000	63.9836127389
2.0000000000	0.7718209881	200.0000000000
0.5000000000	0.1187640993	61.3632274355
2.0000000000	0.0010000000	80.5767887005
2.0000000000	0.0010000000	80.5767420730
2.0000000000	0.5319379189	120.6051668897
1.8327667641	0.4822448925	93.1398188773
0.5629953767	0.3899946795	61.0997267785
0.7339663601	0.4267957969	61.1783331583
1.4659529733	0.0010000000	65.5177147765
0.5000000000	1.0000000000	60.5305789018
0.7305896523	0.0010000000	61.5064782208
1.9670288281	0.7208555055	158.2632752087
1.8610141750	0.0010000000	74.9030865662
1.7730050046	1.0000000000	200.0000000000
0.5958853348	0.0010000000	61.4832538478
0.5000000000	0.3837829236	61.0996764850
1.6183777835	1.0000000000	129.0635191702
1.7677353582	1.0000000000	196.1317894096
0.6311957427	0.7999073048	60.8296339524
1.6287758123	0.9390718750	118.2015264288
0.5000000000	0.9504736249	60.5689138663
1.5516549594	0.7642533124	87.4583080986
1.4889038571	0.6434611235	77.1432039833
2.0000000000	0.5644593744	126.3553593240
];
