BWR_data = [
1.0272961245	0.0010000000	50.0000000000
0.5000000000	0.4512196053	50.0000000000
1.0272599179	0.0010000000	50.0000000000
1.0272477347	0.0010000000	50.0000000000
1.0273154420	0.0010000000	50.0000000000
1.0272607208	0.0010000000	50.0000000000
1.0272864653	0.0010000000	50.0000000000
0.9849672611	0.0376744712	50.0000000000
1.0278658760	0.0010000000	50.0203460887
1.0273417520	0.0010000000	50.0000000000
0.5000000000	0.4511899521	50.0000000000
0.8079536204	0.1897884628	50.0000000000
1.0272798408	0.0010000000	50.0000000000
1.2592242086	0.0807009049	75.6623734439
0.5329747786	0.4234071376	50.0000000000
1.0272860831	0.0010000000	50.0000000000
0.5000000000	0.5954828347	133.4839740256
1.0273061392	0.0010000000	50.0000000000
1.0883515858	0.2342248827	94.9271895651
1.0273181031	0.0010000000	50.0000000000
1.2599214703	0.2045023494	172.5041765163
0.5000000000	0.4511785873	50.0000000000
1.5396310247	0.0627667041	183.9524875579
0.7328303476	0.2539570127	50.0000000000
1.2698358171	0.0010000000	62.9563870111
1.2309512556	0.2109692130	153.9183780914
1.1959186443	0.0876923512	68.4800429808
1.0273515399	0.0010000000	50.0000000000
1.2626948977	0.0064989085	63.0284304038
0.9252903049	0.0890881960	50.0000000000
];
